@relation 'Road Accident Data, numeric'
@attribute 'Accident Year' real
@attribute 'Road Class' {1,2,3,4,5,6}
@attribute 'Speed Limit' real
@attribute 'Junction Detail' {0,1,2,3,4,5,6,7,8,9}
@attribute 'Day/Night?' {1,2}
@attribute 'Light Condition' {1,2,3,4}
@attribute 'Weather Condition' {1,2,3,4,5,6}
@attribute 'High winds?' {1,2,3}
@attribute 'Casualty Class' {1,2,3}
@attribute 'Sex of Casualty' {1,2}
@attribute 'Age of Casualty' real
@attribute 'Severity of Casualty' {1,2}

@data
2001,3,60,0,1,3,1,2,2,2,31,2
2001,6,30,0,2,1,2,2,3,1,38.0,2
2001,4,60,8,2,3,1,2,1,1,40,2
2001,3,60,3,2,3,1,2,1,2,47,2
2001,3,60,3,2,3,1,2,2,2,77,2
2001,6,30,3,1,3,1,2,3,1,4,2
2001,4,60,0,1,3,1,2,3,2,50,2
2001,6,30,0,1,1,2,2,3,1,12,2
2001,4,30,0,2,1,2,2,3,1,33,2
2001,6,30,6,1,1,1,2,1,1,7,2
2001,6,30,0,1,1,1,2,3,1,6,2
2001,6,30,0,1,4,1,2,1,1,13,2
2001,3,60,8,1,3,1,2,1,1,30,2
2001,4,60,0,1,4,2,2,1,1,21,2
2001,3,60,3,2,3,1,2,2,1,21,2
2001,4,60,1,1,1,1,2,1,1,71,2
2001,3,60,3,1,3,1,2,1,2,50,2
2001,3,60,0,2,3,2,2,1,1,36,2
2001,3,30,1,1,1,6,3,3,1,14,2
2001,3,50,0,1,1,1,2,1,2,21,2
2001,3,30,0,1,3,1,2,1,2,46,2
2001,3,30,0,1,3,1,2,3,1,12,2
2001,3,30,2,2,4,1,2,1,1,23,2
2001,4,30,0,2,1,2,2,3,1,31,2
2001,6,30,0,1,3,1,2,3,2,37.0,2
2001,3,60,0,1,3,1,2,2,2,29,2
2001,3,60,0,1,1,1,2,1,1,60,2
2001,4,30,0,1,1,1,2,3,1,12,2
2001,6,30,3,2,1,1,2,1,1,16,2
2001,6,60,0,1,3,5,3,1,2,44,2
2001,6,60,0,1,3,5,3,1,1,54,2
2001,6,30,0,1,1,1,2,3,1,8,2
2001,4,60,3,1,1,1,2,2,2,23,2
2001,3,40,3,2,1,1,2,1,2,19,2
2001,4,60,0,2,3,1,2,1,2,30,2
2001,4,60,0,1,3,2,2,1,1,41.0,2
2001,3,60,0,1,3,1,2,1,1,61.0,2
2001,5,60,0,2,3,1,2,2,2,21,2
2001,5,60,0,2,3,1,2,2,2,30,2
2001,5,60,0,2,3,1,2,2,2,28,2
2001,6,30,3,1,1,1,2,1,1,54,2
2001,6,30,3,2,1,1,2,3,1,35,2
2001,3,60,9,1,3,1,2,1,1,41.0,2
2001,3,60,0,2,3,1,2,2,2,17,2
2001,3,60,0,2,3,1,2,2,2,16,2
2001,3,60,0,2,3,1,2,2,2,17,2
2001,3,60,0,2,3,1,2,1,1,20.0,2
2001,3,60,9,1,3,2,2,2,2,68,2
2001,3,70,5,2,1,2,2,1,1,42,2
2001,3,60,0,2,3,1,2,1,1,33,2
2001,6,30,0,1,3,2,2,2,2,51,2
2001,3,60,0,1,3,1,2,1,1,73,2
2001,3,30,9,2,1,1,2,1,1,16,2
2001,3,30,0,2,1,2,2,3,1,8,2
2001,3,30,0,2,1,1,2,3,1,80,2
2001,3,30,3,2,1,2,2,1,1,46,2
2001,3,60,0,2,3,5,3,1,2,69,2
2001,3,60,0,2,3,1,2,1,1,22.0,2
2001,6,30,0,1,1,1,2,2,1,10,2
2001,6,30,0,2,1,2,2,2,1,16,2
2001,4,60,1,2,1,5,3,2,2,32,2
2001,4,60,1,2,1,5,3,2,1,19,2
2001,3,30,3,1,3,1,2,1,1,90,2
2001,3,60,1,2,1,5,3,1,1,27,2
2001,4,60,0,1,3,1,2,1,1,20.0,2
2001,3,30,0,1,3,1,2,3,2,11,2
2001,5,30,3,2,1,1,2,1,1,18,2
2001,5,30,3,2,1,1,2,2,1,18,2
2001,3,30,6,2,1,1,2,2,1,17,2
2001,3,30,0,2,1,1,2,3,2,24,2
2001,3,30,0,1,1,1,2,1,1,29,2
2001,6,30,3,1,1,1,2,1,1,10,2
2001,6,30,3,1,1,1,2,1,1,10,2
2001,6,30,3,2,1,2,2,1,2,5,2
2001,5,60,0,1,3,1,2,1,1,33,2
2001,3,30,3,1,1,1,2,1,2,74,2
2001,3,30,3,1,1,1,2,2,2,88,2
2001,6,30,0,1,1,1,2,2,2,12,2
2001,3,60,3,1,1,1,2,1,2,17,2
2001,3,60,3,1,1,1,2,2,2,70,2
2001,3,30,1,1,1,1,1,1,1,19,2
2001,6,20,6,1,1,1,2,1,1,28,2
2001,3,60,0,1,3,1,2,1,1,27,2
2001,4,30,0,1,1,1,2,3,1,61.0,2
2001,4,30,3,2,1,2,2,3,2,10,2
2001,4,60,0,1,3,1,2,1,1,21,2
2001,4,60,0,1,3,1,2,1,1,61.0,2
2001,6,30,9,2,1,1,2,1,2,55,2
2001,5,30,3,2,1,1,2,1,1,26,2
2001,4,30,0,2,1,1,2,3,1,55,2
2001,3,30,9,1,1,2,2,3,2,11,2
2001,4,30,9,1,1,1,2,3,1,12,2
2001,3,40,0,1,1,1,2,3,1,17,2
2001,3,40,0,2,1,1,2,1,1,62,2
2001,3,60,0,2,3,1,2,2,2,38.0,2
2001,3,50,9,2,1,1,2,1,1,34,2
2001,3,60,9,1,3,1,2,1,2,34,2
2001,6,30,0,1,1,1,2,3,1,10,2
2001,6,30,3,1,1,1,2,1,1,7,2
2001,6,30,0,1,1,1,2,2,2,12,2
2001,3,60,0,1,1,1,2,1,2,46,2
2001,3,60,0,1,3,2,2,1,1,19,2
2001,6,30,3,1,1,1,2,3,1,6,2
2001,3,60,0,1,3,2,2,2,1,41.0,2
2001,3,70,3,1,3,2,2,1,1,31,2
2001,6,30,0,1,1,1,2,3,2,69,2
2001,4,30,3,1,1,1,1,3,1,72,2
2001,6,30,0,2,1,1,1,3,2,10,2
2001,4,30,3,2,1,5,3,1,1,49,2
2001,5,30,3,1,1,1,2,2,2,19,2
2001,5,30,3,1,1,1,2,2,2,18,2
2001,4,30,2,1,1,1,2,3,1,24,2
2001,6,30,3,2,1,1,2,1,2,17,2
2001,3,60,8,1,3,1,2,1,2,22.0,2
2001,6,30,0,2,1,5,3,3,2,81,2
2001,6,40,9,1,4,2,2,2,2,18,2
2001,6,30,6,2,1,1,2,1,2,31,2
2001,4,60,0,2,3,5,3,2,1,34,2
2001,4,60,0,1,3,1,2,1,1,47,2
2001,3,60,1,1,1,5,3,1,1,23,2
2001,3,60,0,1,3,1,2,2,1,41.0,2
2001,3,60,5,1,1,1,2,2,1,37.0,1
2001,1,70,0,1,3,1,2,1,1,25,2
2001,3,60,0,1,3,1,2,1,2,56,2
2001,3,60,0,1,3,1,2,1,2,28,2
2001,4,60,0,2,3,5,3,3,2,29,2
2001,3,60,0,1,3,1,2,1,1,19,2
2001,3,30,0,1,1,1,2,3,2,15,1
2001,3,60,3,2,4,1,2,1,2,26,2
2001,3,60,0,1,3,1,2,1,1,90,2
2001,3,60,0,2,3,2,2,1,1,21,2
2001,3,60,0,2,3,2,2,2,2,17,2
2001,3,60,0,2,3,2,2,2,1,15,2
2001,3,60,0,2,3,2,2,2,1,15,2
2001,3,60,0,2,3,1,2,1,1,69,2
2001,3,60,0,2,3,2,2,2,1,36,1
2001,3,60,0,2,3,2,2,1,1,33,2
2001,3,60,0,1,3,2,2,1,2,48,2
2001,6,30,0,1,3,1,2,1,2,19,2
2001,3,60,0,1,3,1,2,1,1,60,2
2001,3,60,0,1,3,1,2,1,1,45,2
2001,3,60,1,2,1,1,2,2,1,10,2
2001,3,60,0,2,3,1,2,1,1,26,1
2001,3,60,8,1,3,1,2,1,1,39,2
2001,3,60,8,1,3,1,2,1,1,38.0,2
2001,3,60,0,1,1,1,2,3,2,11,2
2001,4,30,1,2,1,1,2,1,1,37.0,2
2001,4,30,1,2,1,1,2,2,2,54,2
2001,6,30,0,1,1,1,2,1,1,14,2
2001,3,60,0,1,3,1,2,1,1,26,2
2001,3,60,0,1,3,1,2,1,2,62,1
2001,3,60,0,1,3,1,2,1,1,41.0,1
2001,3,60,0,1,1,1,2,3,2,13,2
2001,3,30,0,1,3,1,2,2,2,31,2
2001,3,30,3,1,1,2,2,3,1,60,1
2001,3,60,0,1,3,1,2,1,1,31,2
2001,6,30,3,2,1,1,2,3,2,84,2
2001,3,60,0,1,3,1,2,2,2,24,2
2001,3,60,0,1,3,1,2,1,1,53,2
2001,3,60,3,1,3,2,2,1,2,52.0,2
2001,1,70,0,1,3,1,2,1,1,57,2
2001,3,60,0,1,3,1,2,1,1,33,2
2001,6,60,3,2,3,1,2,2,2,17,2
2001,6,60,3,2,3,1,2,2,2,17,2
2001,6,60,3,2,3,1,2,2,1,21,2
2001,3,60,0,1,3,1,2,2,2,74,2
2001,3,60,0,1,3,2,2,1,2,54,2
2001,3,60,0,1,3,2,2,2,2,52.0,2
2001,3,60,0,1,3,2,2,2,2,79,2
2001,3,60,0,1,3,2,2,2,2,46,2
2001,3,60,0,1,3,1,2,1,1,41.0,2
2001,3,60,1,1,1,1,2,1,1,53,2
2001,3,60,0,1,3,1,2,1,1,43,2
2001,3,60,0,1,3,1,2,1,2,87,2
2001,3,60,0,1,3,1,2,1,1,28,2
2001,1,70,0,1,3,2,2,1,1,22.0,2
2001,3,60,0,2,3,1,2,1,1,46,2
2001,3,30,0,2,1,1,2,1,1,33,2
2001,3,30,0,2,1,1,2,2,2,36,2
2001,3,60,3,1,3,1,2,1,1,24,2
2001,3,60,0,2,4,6,3,2,1,30,2
2001,3,60,0,1,3,1,2,1,1,45,1
2001,6,60,0,2,3,2,2,1,1,19,2
2001,4,60,0,1,3,1,2,1,1,30,2
2001,4,60,8,1,3,1,2,1,1,24,2
2001,4,30,0,1,1,1,2,1,1,35,2
2001,3,30,0,1,3,1,2,1,1,35,2
2001,3,30,0,2,1,1,2,3,1,5,2
2001,3,60,9,1,3,2,2,2,2,39,2
2001,3,60,9,1,3,2,2,1,1,37.0,2
2001,1,70,0,1,3,2,2,1,1,17,2
2001,3,60,0,2,3,2,2,1,1,18,2
2001,4,60,0,1,3,2,2,1,1,18,2
2001,5,60,0,1,3,1,2,1,1,43,2
2001,1,70,0,1,3,2,2,2,2,16,2
2001,3,60,0,1,1,1,2,1,1,22.0,2
2001,3,60,0,1,1,1,2,2,1,20.0,2
2001,3,60,0,1,1,1,2,2,1,18,2
2001,3,60,0,1,1,1,2,2,1,17,2
2001,3,60,0,1,1,1,2,1,2,27,1
2001,3,60,0,1,1,1,2,1,2,18,1
2001,1,70,5,2,3,1,2,1,2,85,2
2001,3,60,6,1,3,1,2,1,1,27,2
2001,1,70,5,2,3,1,2,3,2,18,1
2001,4,30,1,1,1,1,2,1,1,38.0,2
2001,3,60,0,1,3,1,2,1,1,23,1
2001,3,60,0,1,3,1,2,2,1,20.0,2
2001,3,60,0,1,3,1,2,1,1,26,2
2001,3,60,0,1,3,1,2,1,1,29,2
2001,3,60,0,1,1,1,2,1,1,50,2
2001,3,60,9,2,3,2,2,2,2,20.0,2
2001,3,40,0,1,3,1,2,1,1,74,2
2001,3,40,0,1,3,1,2,2,2,78,2
2001,1,70,0,1,3,1,2,2,1,24,2
2001,1,70,0,2,3,1,2,3,1,31,1
2001,6,60,0,1,1,1,2,2,1,60,2
2001,1,70,0,2,3,5,3,2,2,18,2
2001,1,70,0,2,3,5,3,1,1,30,1
2001,1,70,0,2,3,5,3,2,2,18,2
2001,3,60,0,2,3,2,2,1,1,24,1
2001,3,60,7,2,3,2,2,1,2,49,2
2001,4,60,0,1,3,1,2,2,2,75,2
2001,4,60,0,1,3,1,2,1,1,76,2
2001,3,60,0,2,3,1,2,1,2,36,2
2001,1,70,0,2,3,2,2,1,1,39,2
2001,3,60,0,2,3,1,2,1,2,42,2
2001,3,60,9,2,3,2,2,1,1,38.0,2
2001,3,60,9,2,3,2,2,2,2,35,2
2001,3,40,9,2,1,2,2,3,1,60,1
2001,3,60,0,2,3,5,3,1,1,50,1
2001,3,60,0,2,3,5,3,1,1,24,2
2001,3,60,0,2,3,5,3,2,2,23,2
2001,3,60,0,2,3,5,3,2,2,21,2
2001,3,30,0,2,1,5,3,3,1,18,2
2001,6,30,9,2,1,1,2,3,2,36,2
2001,6,30,3,2,1,1,2,1,2,41.0,2
2001,6,30,3,2,1,1,2,3,1,16,2
2001,3,30,6,2,1,2,2,3,1,30,2
2001,3,30,6,1,1,1,2,3,2,23,2
2001,6,30,0,1,1,1,2,3,2,40,2
2001,6,30,3,1,1,1,2,3,2,15,2
2001,6,30,0,1,1,1,2,3,1,23,2
2001,6,30,0,1,1,2,2,3,1,7,2
2001,6,30,6,1,1,1,2,3,1,30,2
2001,6,30,6,1,3,2,2,3,2,19,2
2001,6,30,6,2,1,1,2,3,1,69,2
2001,3,30,3,2,1,1,2,1,1,47,2
2001,6,30,6,1,1,1,2,2,2,60,2
2001,6,30,6,2,1,2,2,3,2,19,2
2001,6,30,6,2,1,1,2,3,1,28,2
2001,6,30,2,1,1,1,2,3,1,59,2
2001,6,30,6,1,1,2,2,3,2,22.0,2
2001,6,30,0,1,1,1,2,3,2,31,2
2001,6,30,0,1,1,1,2,3,1,34,2
2001,6,30,3,1,1,1,2,3,1,24,2
2001,6,30,0,2,1,1,2,3,2,36,2
2001,6,30,3,1,1,2,1,3,1,41.0,2
2001,1,50,0,1,1,1,2,1,1,32,1
2001,6,30,0,1,1,1,2,3,1,44,2
2001,5,30,0,1,1,1,2,3,1,5,2
2001,6,30,3,1,1,1,2,3,2,42,2
2001,6,30,3,1,1,1,2,3,2,41.0,2
2001,3,30,6,2,1,1,2,3,1,22.0,2
2001,6,30,3,1,1,1,2,1,1,43,2
2001,6,30,0,2,1,1,2,3,1,22.0,2
2001,3,30,6,2,1,1,2,3,1,33,1
2001,1,50,0,1,1,1,2,1,1,27,2
2001,6,30,0,2,1,2,2,3,1,24,2
2001,3,30,6,2,1,1,2,3,2,40,2
2001,6,30,0,2,1,2,2,3,1,26,2
2001,6,30,3,1,1,2,2,3,2,64,2
2001,6,30,6,1,1,1,2,1,2,54,2
2001,6,30,6,2,1,1,2,2,2,19,2
2001,6,30,0,1,1,1,2,1,1,35,2
2001,5,30,6,2,1,1,2,3,1,7,2
2001,5,30,6,2,1,1,2,3,1,17,2
2001,6,30,3,1,4,1,2,2,1,15,2
2001,6,30,3,1,4,1,2,2,1,15,2
2001,3,30,7,2,1,1,2,1,1,28,2
2001,1,50,0,2,1,1,2,1,1,27,2
2001,1,50,0,2,1,1,2,3,1,36,1
2001,6,30,3,2,1,1,2,2,1,25,2
2001,6,30,3,1,1,1,2,3,1,8,2
2001,4,30,3,2,1,1,2,3,2,67,2
2001,6,30,0,2,1,2,2,3,2,27,2
2001,6,30,0,1,1,1,2,1,1,58,2
2001,6,30,0,2,1,1,2,3,2,16,2
2001,6,30,0,1,1,1,2,3,1,8,2
2001,5,30,9,2,1,2,2,3,1,47,2
2001,6,30,0,1,1,1,2,3,2,5,2
2001,6,30,0,1,1,1,2,3,2,7,2
2001,6,30,0,1,1,1,2,3,2,17,2
2001,6,30,0,1,1,1,2,3,1,7,2
2001,3,30,7,1,1,1,2,3,1,42,2
2001,3,30,3,1,3,1,2,3,2,11,2
2001,6,30,0,1,1,1,2,3,1,10,2
2001,6,30,0,1,1,1,2,3,2,13,2
2001,6,30,0,1,1,1,2,2,1,6,2
2001,6,30,0,1,1,1,2,1,1,43,2
2001,3,30,6,2,1,2,2,1,2,45,2
2001,3,30,6,2,1,2,2,2,2,63,2
2001,6,30,0,2,1,1,2,1,1,43,2
2001,3,30,9,2,1,1,2,3,1,26,2
2001,6,30,0,1,1,1,2,3,2,13,2
2001,6,30,6,2,1,2,2,1,1,49,2
2001,6,30,0,2,1,2,2,1,1,56,2
2001,6,30,0,1,1,1,2,3,2,9.0,2
2001,6,30,9,2,1,1,2,1,1,18,1
2001,6,30,3,1,1,1,2,3,2,73,2
2001,6,30,3,2,1,1,2,1,1,57,2
2001,6,30,0,2,1,1,2,3,1,19,2
2001,6,30,3,1,1,1,2,3,1,12,2
2001,3,30,3,2,1,1,2,3,1,59,2
2001,3,30,3,2,1,2,1,3,1,31,2
2001,4,30,0,2,1,2,1,3,2,18,2
2001,6,30,3,2,1,1,2,1,2,30,2
2001,6,30,6,1,1,1,2,2,2,73,2
2001,6,30,3,2,1,1,2,3,1,20.0,2
2001,3,60,0,2,3,1,2,1,1,20.0,2
2001,6,30,9,1,1,1,2,3,1,84,2
2001,3,30,7,2,1,3,1,1,1,41.0,2
2001,3,30,7,2,1,3,1,1,1,37.0,2
2001,6,30,0,2,1,1,2,3,1,12,2
2001,3,30,0,1,1,2,2,3,2,14,2
2001,3,60,0,2,1,1,2,1,1,35,2
2001,4,30,0,2,3,1,2,1,2,32,2
2001,6,30,7,1,1,5,3,3,2,89,2
2001,6,30,1,1,3,1,2,2,1,50,2
2001,6,30,6,1,1,1,2,3,1,51,2
2001,6,30,0,1,1,1,2,2,1,45,2
2001,3,30,6,1,1,1,2,1,1,13,2
2001,6,30,3,2,1,1,2,3,1,11,2
2001,6,30,3,1,1,1,2,1,1,15,2
2001,3,60,0,2,3,1,2,1,2,21,2
2001,3,30,0,2,1,1,2,3,1,18,2
2001,6,30,0,1,1,1,2,3,2,5,2
2001,6,30,0,1,1,2,2,3,2,36,2
2001,6,30,0,1,1,1,2,3,2,60,2
2001,3,30,0,2,1,1,2,3,1,52.0,2
2001,6,30,0,2,1,1,2,2,1,17,2
2001,3,30,3,2,1,1,2,3,2,23,2
2001,3,30,3,1,1,2,2,2,2,32,2
2001,3,50,0,2,1,1,2,2,1,20.0,2
2001,3,50,0,2,1,1,2,1,2,20.0,2
2001,3,50,0,2,1,1,2,1,2,25,2
2001,3,30,6,2,1,1,2,1,1,45,2
2001,6,30,0,2,1,2,2,3,2,54,2
2001,3,30,0,2,1,1,2,3,1,54,2
2001,3,30,0,2,1,1,2,3,1,30,2
2001,3,30,0,2,1,2,2,3,1,30,2
2001,6,30,0,1,1,1,2,2,2,39,1
2001,6,30,0,2,1,1,2,3,2,11,1
2001,3,30,0,2,1,1,2,3,1,60,2
2001,6,30,0,1,1,1,2,1,1,75,2
2001,3,30,6,1,1,1,2,2,2,8,2
2001,3,30,0,1,1,1,2,2,1,90,2
2001,4,30,6,1,1,1,2,3,2,30,2
2001,6,30,0,1,1,1,2,1,1,31,2
2001,3,30,0,1,1,1,2,2,2,82,2
2001,6,30,0,2,1,1,2,1,1,15,2
2001,3,30,6,2,1,1,2,3,2,10,2
2001,3,30,6,2,1,1,2,3,2,10,2
2001,6,30,6,1,1,1,2,1,1,18,2
2001,3,30,0,1,1,1,2,1,1,16,2
2001,6,30,3,1,1,1,2,1,1,17,2
2001,6,30,9,1,1,1,2,1,1,36,2
2001,3,30,6,2,1,1,2,1,1,42,2
2001,3,60,0,1,3,1,2,1,1,24,2
2001,6,30,0,1,1,1,2,1,1,23,2
2001,4,30,3,1,1,1,2,2,1,39,2
2001,3,30,0,2,1,2,2,2,1,22.0,2
2001,3,30,0,2,1,2,2,1,1,18,2
2001,6,30,6,1,1,1,2,1,1,18,2
2001,6,30,0,2,1,1,2,3,2,8,2
2001,3,30,6,2,1,1,2,2,2,10,2
2001,3,30,9,2,1,1,2,3,1,67,2
2001,3,30,0,1,1,1,2,1,1,27,2
2001,1,50,0,1,1,2,2,1,1,23,2
2001,6,30,0,2,1,1,2,3,1,8,2
2001,3,30,0,2,1,1,2,3,1,38.0,2
2001,3,30,3,1,1,1,2,1,1,59,2
2001,3,40,0,1,1,1,2,3,1,17,2
2001,4,30,0,2,1,1,2,3,2,21,2
2001,5,30,0,1,1,1,2,1,2,33,2
2001,6,30,0,1,1,1,2,3,2,79,2
2001,4,60,0,1,3,3,1,1,1,31,2
2001,3,30,6,2,1,1,2,1,1,32,2
2001,3,30,6,2,1,1,2,1,1,41.0,2
2001,6,30,3,1,1,1,2,1,1,5,2
2001,6,30,3,2,1,2,2,3,1,11,2
2001,4,60,0,2,3,1,2,1,1,53,2
2001,4,30,0,2,1,2,2,3,1,62,1
2001,3,30,0,2,1,1,2,1,1,36,2
2001,3,30,0,2,1,1,2,1,1,32,2
2001,3,30,3,1,1,1,2,1,2,36,2
2001,3,60,0,1,1,1,2,1,1,35,2
2001,4,30,0,2,1,1,2,3,1,21,2
2001,3,30,0,1,3,1,2,1,1,50,2
2001,4,30,3,1,1,2,2,3,2,79,2
2001,5,30,3,1,3,2,2,3,1,11,2
2001,3,60,0,1,1,1,2,1,1,43,2
2001,3,30,7,2,1,1,2,2,2,43,2
2001,3,60,0,2,3,1,2,3,1,45,2
2001,6,60,3,1,3,1,2,1,1,30,2
2001,4,30,0,1,1,1,2,1,2,50,2
2001,5,60,0,1,1,1,2,2,2,15,2
2001,3,60,0,1,1,1,2,1,1,53,2
2001,3,30,6,2,3,1,2,1,1,31,2
2001,6,30,8,1,1,1,2,1,1,17,2
2001,3,30,7,1,1,1,2,2,2,51,2
2001,3,30,0,2,1,2,2,3,2,13,2
2001,3,60,0,2,3,1,2,1,1,31,2
2001,3,60,0,2,3,1,2,2,2,21,2
2001,4,30,0,1,1,1,2,3,1,12,2
2001,3,60,3,2,3,1,2,1,1,44,1
2001,6,30,0,1,1,1,2,1,1,31,2
2001,6,30,0,1,1,1,2,2,2,25,2
2001,6,30,0,1,1,1,2,1,2,34,2
2001,4,60,0,1,3,1,2,2,1,15,2
2001,4,60,0,1,3,1,2,2,1,17,2
2001,3,60,3,1,3,2,2,1,1,13,2
2001,3,60,3,1,3,2,2,1,1,38.0,2
2001,6,30,3,2,1,1,2,3,1,17,2
2001,6,30,0,2,1,2,1,3,1,17,2
2001,6,30,0,1,1,1,2,2,2,54,2
2001,6,30,6,2,1,1,2,3,1,75,2
2001,3,30,0,2,1,2,2,3,1,69,2
2001,3,30,0,2,1,1,2,3,1,30,2
2001,3,30,6,1,1,1,2,1,1,43,2
2001,3,30,6,1,1,1,2,1,1,20.0,2
2001,3,30,3,2,1,1,2,3,1,30,2
2001,3,30,0,1,1,1,2,2,2,57,2
2001,3,30,0,2,1,1,2,3,2,49,2
2001,3,30,3,1,1,1,2,3,2,15,2
2001,6,30,0,1,1,1,2,3,1,12,2
2001,6,30,6,1,1,1,2,2,2,13,2
2001,6,30,6,1,1,1,2,2,1,2,2
2001,6,30,0,1,1,1,2,3,1,5,2
2001,3,30,3,2,1,1,2,1,1,25,2
2001,6,30,0,1,1,1,2,3,2,8,2
2001,6,30,6,2,1,1,2,1,1,67,2
2001,3,30,3,1,1,2,2,1,1,18,2
2001,6,30,0,1,1,1,2,2,2,75,2
2001,6,30,3,1,1,1,2,1,1,16,2
2001,1,50,5,1,1,2,2,1,1,33,2
2001,6,30,0,1,1,1,2,1,1,30,1
2001,3,30,6,2,1,2,2,3,1,60,2
2001,6,30,3,1,1,1,2,1,1,27,2
2001,6,30,3,2,1,1,2,1,1,28,2
2001,3,30,3,1,1,1,2,1,1,28,2
2001,3,30,0,2,1,1,2,3,1,42,1
2001,6,30,0,1,1,1,2,1,2,25,2
2001,3,30,3,2,1,1,2,3,1,73,2
2001,3,30,3,2,1,1,2,3,2,46,2
2001,3,30,3,2,1,1,2,3,1,31,1
2001,3,40,3,2,1,1,2,1,1,34,2
2001,3,30,3,1,1,1,2,2,2,11,2
2001,6,30,0,1,1,1,2,1,2,9.0,2
2001,6,30,0,1,1,1,2,3,2,53,2
2001,3,30,0,1,3,1,2,3,2,14,2
2001,5,30,3,1,1,2,1,1,2,38.0,2
2001,5,30,3,1,1,2,1,2,2,35,2
2001,6,30,0,1,1,1,2,3,2,86,2
2001,6,30,3,1,1,1,2,3,2,13,2
2001,6,30,0,1,1,1,2,2,2,28,2
2001,3,30,0,1,1,1,2,3,1,12,2
2001,3,40,0,2,1,1,2,1,2,25,2
2001,6,30,3,1,1,1,2,1,2,25,2
2001,3,40,7,1,3,1,2,2,1,32,2
2001,6,30,3,1,1,2,2,1,1,10,2
2001,6,30,0,1,1,2,2,1,1,23,2
2001,3,30,3,1,1,1,2,3,2,15,2
2001,5,40,6,1,1,1,2,1,1,26,2
2001,3,30,0,2,1,1,2,2,1,40,2
2001,3,40,3,2,1,1,2,1,1,53,2
2001,6,30,0,1,1,1,2,3,2,20.0,2
2001,6,30,0,1,1,1,2,3,2,87,2
2001,6,30,0,1,1,1,2,1,1,55,2
2001,6,30,0,2,1,1,2,3,2,16,2
2001,4,30,0,1,1,1,2,1,1,11,2
2001,6,30,0,1,1,1,2,3,1,10,1
2001,6,30,3,1,1,1,2,3,1,10,2
2001,6,30,6,2,1,1,2,3,1,34,2
2001,3,40,3,2,1,1,2,3,1,69,2
2001,6,30,0,1,1,1,2,3,1,8,2
2001,6,30,3,1,1,1,2,1,1,11,2
2001,3,30,3,2,1,1,2,3,2,92,2
2001,6,30,0,2,1,1,2,3,1,12,2
2001,6,30,0,1,3,2,2,3,2,29,2
2001,6,30,0,1,1,1,2,1,1,40,2
2001,3,30,6,2,1,2,2,1,2,41.0,2
2001,3,30,7,1,1,1,2,1,1,33,2
2001,5,30,3,1,1,1,2,2,1,10,2
2001,6,30,3,2,1,1,2,3,1,9.0,2
2001,6,30,3,1,3,2,2,1,1,35,2
2001,6,30,0,1,1,1,2,3,2,4,2
2001,6,30,0,1,3,1,2,3,2,13,2
2001,3,40,0,1,1,1,2,3,1,38.0,2
2001,6,30,3,1,1,1,2,3,2,9.0,2
2001,6,30,7,1,3,1,2,3,1,30,2
2001,6,30,0,2,1,1,2,3,2,32,2
2001,6,30,0,1,1,1,2,3,1,13,2
2001,4,30,0,1,1,2,2,3,2,11,2
2001,6,30,0,1,1,2,2,1,1,25,2
2001,6,30,0,1,1,2,2,1,1,53,2
2001,6,30,9,1,1,1,1,1,1,16,2
2001,6,30,3,1,1,1,2,3,1,14,2
2001,3,30,3,2,1,1,2,2,1,17,2
2001,6,30,6,2,1,2,2,3,2,55,2
2001,4,30,3,2,1,5,3,3,1,69,1
2001,1,50,0,2,1,1,2,1,1,46,2
2001,1,50,0,2,1,1,2,2,2,44,2
2001,1,30,5,1,1,1,2,1,1,44,2
2001,1,50,0,2,1,1,2,2,2,18,2
2001,4,30,3,2,1,1,2,3,2,13,2
2001,6,50,1,1,1,1,2,1,2,49,2
2001,1,50,0,1,1,1,2,1,1,49,2
2001,6,30,0,2,1,1,2,1,1,17,1
2001,6,30,0,2,1,1,2,2,1,16,2
2001,6,30,3,1,1,1,2,1,1,32,2
2001,6,30,9,1,1,1,2,1,1,59,2
2001,6,30,0,1,1,1,2,2,2,70,2
2001,3,40,6,1,1,1,2,2,2,65,2
2001,3,40,6,1,1,1,2,1,1,65,2
2001,6,30,0,2,1,1,2,3,1,12,2
2001,6,30,3,1,1,1,2,1,1,27,2
2001,6,30,0,1,1,2,2,3,2,11,2
2001,6,30,0,1,1,1,2,3,1,12,2
2001,3,30,0,2,1,2,2,1,1,21,2
2001,6,30,0,2,1,1,2,3,1,19,2
2001,6,30,0,1,1,1,2,3,1,14,2
2001,6,30,0,1,1,1,2,3,1,11,2
2001,6,30,0,1,1,1,2,3,1,9.0,2
2001,6,30,0,1,1,1,2,3,1,12,2
2001,6,30,0,1,1,1,2,3,2,12,2
2001,6,30,0,2,1,1,2,3,1,6,2
2001,6,30,3,2,1,1,2,3,1,7,2
2001,3,40,6,2,1,2,1,3,2,82,2
2001,1,60,0,2,1,2,1,1,1,26,2
2001,1,60,0,2,1,1,2,3,1,13,1
2001,6,30,3,1,1,1,2,3,2,88,1
2001,6,30,0,1,1,1,2,3,2,25,2
2001,6,30,3,1,1,1,2,1,2,6,2
2001,3,30,0,1,1,1,2,2,1,44,2
