"Group","Gender","Age","Wind.Direction","Height","Distance","Angle","Offset","Score.1","Score.2"
"E","M",76,"N",53.6635046685115,95.0196051179212,45.7796779088676,48,34,8
"V","M",22,"E",55.7798692034557,93.6569122464634,39.7215764597058,59,79,42
"V","F",95,"N",34.5346457576379,54.6646467121144,73.4201876446605,37,73,53
"P","F",27,"E",62.5286121945828,48.742676471317,14.5673453249037,16,67,44
"V","M",60,"E",42.0763257239014,22.4521208786481,83.104561176151,54,75,55
"N","M",31,"W",64.0263831894845,95.0120899694775,45.8707471564412,38,67,59
"N","F",71,"S",32.1491394937038,82.3785934509302,60.9194262139499,72,25,28
"P","F",52,"W",31.6118873367086,55.3097581514604,16.8077167123556,19,54,49
"N","F",63,"N",53.1153779979795,84.3861753820917,59.6039889194071,69,30,4
"V","F",83,"W",53.9356398936361,29.6964710292295,8.84656891226768,37,79,33
"V","F",108,"S",55.6704175323248,37.2659204165614,78.9953172020614,33,63,31
"N","M",38,"S",62.1323680235073,52.9110103399671,74.0306698717177,68,47,44
"N","M",43,"W",46.2972808349878,45.6288197464986,13.5607950948179,48,29,53
"V","M",34,"S",64.6671771304682,67.4422494341541,68.4979788772762,53,60,16
"E","M",36,"W",53.9624096220359,91.0558032346894,36.0622186586261,57,46,57
"E","F",85,"N",54.1872632857412,93.7215531136127,50.1545065455139,60,50,50
"V","M",47,"E",37.2288215234876,73.7986890909619,65.6161640025675,67,69,51
"V","F",97,"S",30.2388961920515,82.6771455370474,60.7307688705623,33,67,63
"E","F",108,"S",48.2501188982278,40.7136550294852,12.0344589091837,49,23,44
"E","F",71,"E",46.3878614138812,90.7843713293317,35.7635194249451,63,63,59
"E","F",20,"S",34.9985924214125,67.1506880382116,21.3782676495612,64,21,2
"V","F",69,"S",55.8002494489774,94.180382336028,40.8295859582722,39,74,14
"V","F",67,"S",55.5947836888954,95.0444101258083,44.665638692677,36,85,42
"P","M",87,"S",28,91.6364351982905,36.7373553849757,49,67,10
"N","M",90,"S",34.0692544728518,63.8396779439754,20.0158762186766,35,52,83
"V","M",94,"E",46.3103294968605,60.5246292286035,18.7224922142923,35,90,66
"V","M",61,"N",59.1940398318693,34.7635841615234,10.2764011546969,37,84,21
"V","F",47,"W",52.5867266710848,88.8649742462649,56.1220733262599,44,62,51
"V","M",44,"E",31.1696681752801,77.5996397644522,63.681734520942,39,62,50
"E","F",86,"E",55.6662067323923,77.9262649985175,63.5060719773173,61,54,64
"P","M",37,"N",79,23.7096525461861,7.22690178081393,31,55,76
"N","F",65,"E",57.430235888809,23.8928560282378,7.27543400600553,73,37,57
"V","F",20,"E",58.9962985739112,26.4842123612988,82.031280733645,34,77,42
"P","M",108,"S",37,95.0459394156592,44.7150233574212,40,63,42
"N","F",64,"E",58.9706599498168,91.3491164049114,53.6033523641527,77,61,56
"N","M",108,"S",59.0090616727248,85.0876574085337,30.884517300874,58,26,77
"P","M",22,"E",54.9841575585306,54.5090651945931,73.474878333509,56,39,42
"V","F",79,"W",35.1663296930492,67.072285018696,68.6549001187086,43,77,35
"N","F",26,"W",154.843876664527,34.4326593121358,10.1812290027738,71,64,62
"E","M",73,"W",42.0027000335976,27.508135162417,8.24626145884395,53,52,39
"N","F",95,"N",61.0081394100562,54.4035597346903,16.4880936220288,74,67,71
"N","M",92,"N",45.2986727179959,89.8093817358516,34.7622089646757,63,46,80
"E","F",98,"N",55.762702587992,66.8639285790865,68.7428184598684,62,44,77
"P","F",29,"N",46.2160360617563,92.9984914051417,38.5945201665163,23,71,99
"N","M",81,"W",60.0280415862799,94.6154043513304,42.0517949573696,30,20,35
"V","F",27,"E",60.9743209537119,39.071156590094,11.5399212762713,45,82,44
"P","F",85,"W",62.6987197259441,21.4505238244613,6.63348434492946,20,31,33
"V","M",76,"S",40.2492656866089,31.9010774705035,9.4615918956697,48,72,91
"N","F",69,"E",48.7071456974372,88.549168280112,56.4024836942554,71,58,58
"N","F",61,"W",43.6125537790358,84.2153273443826,59.7205113060772,71,50,45
"P","F",44,"E",34.5221418524161,94.9710604977166,46.2564991228282,18,48,50
"P","M",36,"E",38.6130390707403,61.5815861933847,19.1278474777937,60,64,47
"P","M",54,"N",76,82.5150896090368,60.8334521763027,45,51,88
"P","F",70,"N",58.3243868090212,52.3734107662622,15.7847337052226,22,25,35
"N","M",19,"S",44.3311545886099,75.1432857835263,25.0466974079609,64,33,49
"P","F",83,"W",56.7109508141875,85.8754665647951,58.5458727553487,22,23,33
"V","F",97,"S",48.0303220702335,65.549704795312,69.2900371365249,34,64,19
"N","M",95,"S",45.4915909785777,92.93314125643,51.5067023038864,39,43,5
"N","M",21,"W",46.3480812367052,44.2596903296371,76.8717146292329,45,63,65
"P","M",71,"W",34.7556623034179,42.7356029419811,77.3463744670153,53,51,39
"V","M",19,"N",61.6743765259162,73.8441968286866,24.4059216417372,39,71,87
"V","F",26,"W",30.2111266534775,58.6825730016223,71.9694000668824,33,61,62
"N","M",75,"N",62.0973516423255,19.7777153661838,83.8000733591616,54,55,73
"V","F",79,"W",54.068905364722,78.3966225106012,63.2501383498311,37,74,35
"P","M",47,"N",73,91.5636193573102,53.3503061532974,60,61,79
"P","F",24,"S",33.7418560860679,92.974561676406,38.5572702623904,18,42,83
"P","F",73,"E",31.3565788073465,90.1856175706969,35.1365498639643,27,46,59
"E","M",60,"N",42.2313015395775,36.5476807828987,79.2059407755733,50,46,45
"E","F",71,"S",47.0118164047599,34.2835791270529,10.1384392566979,64,51,97
"V","M",70,"N",63.7772785341367,81.9445589688746,61.1897751875222,65,63,68
"V","F",86,"S",37.4319774322212,94.6708823020893,47.7536074444652,34,71,72
"E","F",33,"S",31.7116756457835,48.709339044138,75.4436071962118,50,53,64
"N","M",94,"N",61.7063445933163,65.2403694198728,69.4170557521284,49,56,4
"N","F",56,"S",42.640193130821,62.1676884774677,19.3553859367967,76,36,80
"E","F",71,"S",58.414052369073,85.1100939072171,59.0995787829161,56,21,30
"P","M",65,"W",61.103306138888,84.3580420917495,59.6232403442264,64,69,43
"N","F",59,"E",36.2591177541763,24.3697953702281,82.5979267060757,73,48,55
"N","F",106,"N",155.118670274271,74.5141517282957,65.2661531977355,74,59,56
"P","F",72,"E",35.8130858493969,82.1945086574451,61.0346445813775,17,70,59
"N","F",41,"E",63.3150885244831,90.6909409144533,35.6629136390984,70,49,49
"E","F",83,"W",38.0429963469505,94.8126600267575,42.821284905076,48,52,33
"P","F",50,"S",62.9948961436749,95.0339100812122,45.5672727525234,26,29,97
"P","F",57,"W",58.0558932945132,74.8661753738885,24.9082979187369,21,67,47
"N","F",80,"S",36.7375860400498,95.0476298126848,45.2177240140736,70,54,90
"N","F",104,"E",61.9456695793197,56.7683128419933,72.6700875163078,78,60,70
"V","F",68,"W",151.447989732958,20.9233020398204,6.4963123947382,36,72,41
"V","M",69,"S",61.2780044218525,22.6845102251814,6.95647498592734,69,62,84
"V","M",24,"N",48.5009981282055,51.1690441522053,74.6246369928122,63,74,90
"E","F",29,"E",42.3631906937808,58.4376141466812,17.9399239271879,66,72,45
"P","M",26,"N",72,92.8205584622192,51.677486859262,43,23,2
"P","F",62,"S",54.9436086351052,40.9144828079238,77.9045641794801,17,28,20
"V","M",108,"E",40.6033150721341,45.3869700437102,13.4839628264308,56,64,71
"N","M",36,"N",60.1350035555661,43.3457753290065,77.1571841649711,55,24,47
"P","F",59,"S",64.63927447889,82.7393924276011,60.6911488249898,20,46,4
"V","M",60,"E",53.7046388667077,41.993913977393,12.4251366779208,68,65,55
"P","F",100,"W",33.0134796388447,95.041956342395,44.5989100448787,24,47,25
"P","M",84,"E",35.8351528188214,94.7055933970423,47.6245251111686,58,65,63
"P","M",98,"W",33.9136760989204,60.7321351729166,18.8015783578157,30,42,26
"V","F",100,"S",64.933856960386,88.8089229974377,33.8276439346373,45,86,24
"E","M",61,"E",38.1209506867453,90.8616913528212,54.1523861885071,41,38,55
"E","M",75,"W",31.1435508271679,70.8845002834359,66.9843124598265,33,40,37
"E","F",64,"W",56.6007880894467,44.8058407553915,76.6998925060034,53,26,43
"E","F",29,"N",37.5363487396389,95.0407710960076,45.4296255111694,61,67,4
"N","M",98,"E",48.7528397850692,43.2496615861401,77.1870590187609,42,38,68
"E","M",93,"W",56.1463997708634,50.2410319609826,15.0637450441718,44,61,29
"N","F",41,"S",59.9536795793101,77.7223400246169,26.3840606063604,74,33,47
"P","F",85,"E",53.1652115471661,75.5139822955875,25.2333524823189,16,31,63
"V","M",54,"N",55.7171104829758,66.0393594416485,20.9123929962516,59,62,80
"E","M",81,"E",30.2119572665542,93.1513294052547,38.8377429544926,42,27,62
"P","F",53,"S",52.2676386982203,95.0474212229909,45.2271024882793,25,47,59
"V","M",54,"S",51.7336998069659,88.8216818228569,56.1609302274883,69,66,36
"E","M",75,"N",50.7277042325586,88.2337985590557,56.6757881455123,36,34,37
"V","M",39,"N",36.5947161987424,37.8131717897528,11.1660442128778,55,76,64
"V","F",50,"E",32.7990378411487,85.5366688633582,31.2062832154334,33,66,52
"P","F",22,"S",61.8920787330717,89.5626023071553,34.523934237659,19,28,5
"E","F",68,"N",52.6299373935908,59.4255486306604,71.69249009341,60,34,12
"N","F",74,"S",61.1548089440912,77.3370945432665,26.1782543547451,73,36,26
"E","M",57,"S",36.0033237701282,17.9701259990305,84.2631822451949,36,68,41
"P","F",101,"N",37.3680843133479,20.3154622897614,83.6612306348979,18,60,35
"V","M",89,"E",52.7043995726854,68.5826000146272,21.9924360327423,52,68,65
"V","F",110,"E",56.7640756182373,54.7601181936542,73.3865749277174,38,77,72
"P","F",65,"S",54.8315883129835,81.0157845652221,28.2463643141091,20,47,59
"E","F",108,"E",40.3534232722595,64.5247198551833,20.2915884181857,55,21,71
"E","F",103,"S",43.4192014448345,94.8811949933409,43.1625832989812,58,57,6
"P","M",75,"W",45.1612476352602,74.3033765335104,65.3698912449181,53,54,37
"N","F",87,"W",60.4118779422715,45.6972878886096,13.5825805924833,73,49,31
"V","M",100,"W",50.820647074841,90.5390969396273,54.49831886217,40,75,25
"P","M",75,"W",54.5569616341963,51.8582176150645,15.6089189089835,49,33,37
"V","F",48,"N",45.2049517165869,15.1885729679341,5.03465825691819,39,60,49
"V","F",24,"S",47.1300886543468,66.2765466225101,21.0110636427999,42,81,3
"N","M",50,"S",54.1519454158843,95.0499973869431,45.0072291865945,41,46,98
"V","F",80,"W",39.9416555147618,44.8626704048648,76.6819600388408,38,76,35
"P","M",80,"E",35.7764180572703,70.9058903217033,23.0254193767905,67,61,62
"V","F",20,"W",50.6994583755732,71.4038395881076,23.2532023452222,38,71,65
"N","M",55,"N",38.2290728706867,86.6083451607853,57.9935790598392,37,57,64
"V","M",58,"E",39.7051133709028,47.5315844530354,14.1719557717443,63,63,54
"V","M",39,"W",40.0224929777905,91.4249377570105,36.4852337166667,50,90,55
"E","M",43,"S",36.8607157450169,92.3969259683181,52.2843311727047,62,38,64
"V","M",39,"W",48.7803374314681,87.2213704430468,32.4871030077338,30,86,55
"V","M",70,"W",62.5087009500712,30.4102164237557,80.9554678946733,33,87,40
"E","M",105,"E",48.188749092631,81.0203189101699,28.2490710169077,61,45,70
"P","M",101,"W",30.7334021348506,94.120562912812,40.6885336898267,54,62,25
"P","F",45,"E",53.7998907556757,93.485945032818,50.592950861901,26,56,50
"E","F",74,"S",48.1346915336326,83.2092921780425,29.6112327836454,56,37,33
"P","F",34,"S",38.2439736314118,67.5334960168666,68.4591150656343,21,57,83
"N","F",23,"S",51.7234975891188,28.9479317065284,8.64011323079467,77,28,24
"E","M",33,"W",33.9153544912115,85.0596930581667,59.1352799348533,32,58,59
"V","M",103,"S",30.5253501804546,94.2654409478027,41.0387904569507,42,81,21
"E","M",64,"N",35.156637002714,43.5846487167333,77.0828151144087,38,27,28
"E","M",32,"W",58.6296257739887,35.7946808973927,10.5746258981526,43,18,59
"N","M",69,"N",61.9726826092228,25.371662971605,82.3305068351328,47,42,41
"E","F",40,"W",56.4151156488806,92.5780511963598,37.968714479357,55,65,55
"P","F",33,"N",34.9879543278366,81.5640135006621,28.5768538340926,29,63,94
"V","F",27,"N",56.9005775433034,95.0143210838944,44.1552643477917,37,81,48
"V","F",35,"W",37.1446444252506,93.9166070426626,49.7610775195062,37,68,57
"E","M",72,"W",53.0260342694819,83.1251081445624,60.443375185132,52,51,39
"V","F",88,"W",54.8822359628975,19.2369701749235,6.06080899015069,43,85,31
"V","M",80,"S",38.6610158272088,94.8328578283443,47.0839489996433,61,68,41
"V","F",74,"N",47.9845185903832,87.1326330625416,57.5836138986051,41,61,8
"N","F",31,"W",44.4838797291741,28.8417204461736,8.61091384664178,74,50,59
"P","M",87,"E",35.6127171330154,90.3037573205499,54.7429386526346,38,41,64
"N","M",24,"W",158.496012386167,83.7595202705478,60.0269622541964,31,62,63
"P","M",62,"N",68,82.341848123277,29.0575084276497,43,29,57
"E","M",44,"N",57.9823602410033,94.5099644310172,48.2864435762167,37,57,20
"V","M",42,"E",48.0628789914772,91.1378260267189,36.1544655635953,54,70,49
"E","M",82,"S",34.4495924403891,43.4345569766716,77.129563651979,38,29,36
"E","F",68,"E",32.5615969812497,54.0495618491694,16.364204864949,51,50,58
"E","M",72,"W",62.4882735479623,24.8113396296151,82.4803042598069,45,73,39
"E","F",93,"E",54.2932539433241,50.1449409174964,15.0316636823118,49,64,66
"N","F",82,"E",62.4732466982678,59.5833146183254,71.6333195008337,70,23,62
"N","M",43,"S",37.3931994372979,93.6645729808038,50.2638902328908,58,52,15
"P","M",82,"E",34.5089504718781,90.66429784148,35.6344224326313,64,54,62
"N","F",20,"W",36.1051114564762,34.6433630646587,10.2417960949242,78,42,65
"N","F",53,"N",45.4174732454121,43.8330166563635,12.9946931451559,69,39,39
"P","M",109,"W",46.8550412459299,77.1419223254089,26.0748433694243,32,54,21
"V","F",107,"W",61.7807705961168,61.1784952609335,71.0274872928858,42,77,21
"E","F",26,"N",53.5156249469146,94.6234643482533,47.920738440007,65,42,78
"E","F",61,"E",34.7231629993767,88.0816464962043,33.1946169026196,66,34,55
"E","M",48,"W",32.6562617346644,92.9940284537899,51.4124434441328,38,68,51
"P","M",107,"S",32,72.6907771267576,66.146736331284,62,22,3
"P","F",80,"E",45.6679031718522,92.8782673233841,51.5904972143471,23,47,62
"E","M",109,"W",57.7511873180047,79.3436530952981,62.723626550287,43,36,21
"E","F",103,"N",52.3899654084817,94.7011502021029,42.3585996218026,51,22,94
"P","M",94,"N",70,82.8883156983578,60.5959509499371,44,36,83
"N","F",92,"S",40.7319482089952,66.2251031766257,20.9896285645664,71,26,53
"N","F",75,"E",48.0649822289124,83.3177404516119,29.68186724931,73,50,60
"E","M",44,"W",59.5727750370279,45.9563986194529,13.6651627160609,61,63,53
"V","M",73,"E",44.8776733502746,18.3821915767558,5.84190800786018,41,61,59
"V","F",81,"E",41.8752108504996,43.6330425817465,77.0677275210619,34,89,62
"E","M",90,"N",32.2221370693296,87.3095705621355,32.5577900372446,50,64,38
"V","M",92,"S",57.2492741281167,38.5332059908228,78.6204681731761,46,83,35
"N","M",88,"N",43.9128431044519,93.8002316650689,40.0004633516073,47,55,45
"V","F",40,"N",54.6504861135036,94.5206587104454,48.2537402771413,36,66,24
"E","M",66,"N",64.6827442692593,95.0181300188141,44.2016268894076,52,36,99
"E","M",84,"S",36.5480354102328,58.4687033175743,17.9514153115451,54,19,1
"E","F",38,"E",32.7166429702193,93.0666462003882,51.2981803715229,66,68,48
"V","M",84,"N",56.5401925621554,26.4248699799432,82.0473022013903,44,62,73
"V","M",44,"N",64.5614730501547,86.8049278974999,57.8413956426084,31,79,76
"V","F",38,"E",36.2971344711259,69.4144607886568,67.6431178115308,34,65,48
"V","F",109,"E",59.7485716929659,70.2387459207151,67.2761101089418,44,82,71
"V","M",24,"N",52.3731030309573,95.0370774266842,45.5083812214434,44,86,26
"N","M",47,"N",42.1619517263025,68.7274814584022,22.0554936677217,42,44,82
"N","M",80,"E",51.1386482836679,15.5224585896029,84.881710447371,34,53,62
"E","M",78,"W",52.9170700479299,73.8754877856799,65.5788785964251,35,28,36
"P","M",90,"N",62,86.1120778820577,58.3700576797128,45,28,79
"P","M",54,"E",52.0597473075613,85.5641924047515,58.7737486511469,62,60,53
"E","F",35,"W",36.9499225132167,68.8656682579598,67.8842005506158,55,38,57
"N","F",87,"N",36.1670352723449,91.2399454455041,53.7293236330152,73,25,22
"E","M",43,"N",50.0541113931686,62.1984050123414,19.3673665076494,45,24,40
"E","M",19,"W",40.3024844015017,69.6538156383919,67.5371623598039,55,67,65
"E","M",98,"W",47.9178992155939,93.7805459310482,50.0387579202652,41,46,26
"E","M",90,"N",50.3278253916651,67.0171243693085,68.6782075464725,55,37,85
"V","M",47,"N",60.4338388554752,46.7890998377962,13.9320421777666,32,79,91
"P","F",35,"S",53.0624149227515,89.272440455989,55.7494739815593,21,61,60
"E","M",20,"W",53.9842557869852,95.0352287363829,44.4564696215093,46,73,65
"P","F",92,"W",53.8741894457489,94.2272221812942,40.943455118686,22,58,29
"E","F",50,"W",48.4834537487477,71.3364366963291,66.777769997716,59,57,50
"N","F",58,"N",54.5635027540848,82.161478592585,28.9447694458067,76,52,27
"P","F",106,"N",55.9936486044899,71.817763035962,23.4443803317845,27,55,60
"E","F",87,"W",37.8129777964205,93.7937929275519,39.9876012280583,56,60,31
"N","M",37,"N",54.3486271928996,91.8812453653832,52.9608474858105,58,44,83
"V","M",87,"W",64.502516486682,77.1315064408261,63.9306595548987,33,86,31
"E","M",59,"S",34.9572905348614,92.9059922135202,38.451705891639,44,23,87
"P","M",52,"E",51.3522835914046,92.7457446841414,51.7886012047529,68,25,52
"E","F",100,"W",43.2811477025971,77.0374911698358,26.0197424516082,48,40,25
"E","F",84,"S",32.5736157335341,36.1361951874161,10.6739734858274,62,16,71
"V","F",83,"S",51.7567527061328,76.6863271696562,64.1643798910081,40,65,43
"E","F",54,"S",36.6414465075359,34.2181363478504,79.8803278803825,66,64,62
"V","M",73,"W",31.7222755765542,65.4747109274066,20.6791081279516,54,77,39
"N","M",87,"S",44.6907618045807,41.8756548178212,77.6111469231546,31,38,46
"E","M",72,"N",59.87812509574,48.3851097370228,14.4500768370926,46,28,75
"V","M",64,"N",47.7744588349015,58.7385218059435,71.9486467912793,38,62,31
"V","M",60,"N",30.1451853830367,89.2448507715094,34.2248905077577,71,66,57
"E","M",74,"W",31.6796396682039,50.0086940621075,14.9862345121801,56,60,38
"E","F",39,"S",64.6878393096849,29.0017807112411,8.65492625162005,64,25,23
"V","F",38,"E",50.246801498346,26.8530557700746,8.06845678016543,44,63,48
"P","M",60,"N",73,90.5714646311938,35.5358197726309,51,67,7
"N","F",95,"S",56.2919103307649,45.5200362467792,76.4737871102989,70,66,57
"V","M",22,"N",32.0684250853956,33.8847912664238,10.0242344662547,43,82,26
"V","M",43,"S",63.4270008374006,31.5144724769334,9.35297276824713,55,64,18
"P","F",24,"N",42.5339286113158,50.9433457158155,74.7007253393531,22,48,18
"V","F",98,"E",44.626687888056,94.730280968338,47.5287112593651,36,62,68
"P","M",72,"E",39.5528119523078,58.8204565138063,71.9182256050408,63,64,59
"P","M",55,"E",44.8395544746891,86.1387312353304,58.3501076884568,50,48,53
"N","F",20,"E",40.2578793158755,84.8055098845187,30.6860277242959,77,52,42
"P","M",94,"S",29,67.3243377964335,21.4518951065838,37,56,66
"P","F",109,"E",32.6402128878981,57.8559767081843,72.2741721384227,24,25,71
"P","F",94,"N",63.094723126851,94.7020161434596,42.3618800006807,21,44,82
"N","F",101,"S",63.6480362843722,88.0084739791799,56.8672035634518,74,51,31
"P","M",76,"E",50.7491205148399,24.1540545512769,7.34473597258329,68,30,60
"E","M",88,"W",64.9936331147328,84.0893595174795,30.1941629871726,40,36,31
"V","M",66,"S",34.6565723661333,46.0061036131822,13.6810292676091,71,72,33
"P","M",60,"N",72,67.7724116573097,68.3570496179163,61,57,78
"P","M",61,"S",38,94.8364255886221,47.066757902503,53,46,5
"P","F",47,"E",40.0024348823354,75.1081072420642,25.029074754566,25,64,51
"V","F",105,"E",64.45634058211,28.6514385813253,8.5586604475975,41,76,70
"P","M",76,"E",35.3257613452151,32.1724063460154,9.53802214935422,54,27,60
"P","M",93,"E",41.443406094797,62.4858884480743,19.4797682017088,40,72,66
"V","M",92,"N",46.4351827977225,70.8891117367514,66.9822147488594,42,67,75
"E","F",61,"N",41.487563829869,87.7642643089046,32.9287650249898,50,23,2
"E","M",102,"W",56.0720718866214,50.8713225588729,74.7249650768936,44,57,24
"N","M",86,"W",43.3963848147541,17.3797636282021,5.58674426749349,35,49,32
"V","M",59,"E",64.8326753946021,92.9892172795112,38.580058068037,45,63,55
"P","M",58,"N",66,76.2489230335731,25.6087251752615,59,23,52
"P","F",26,"W",35.9305567136034,81.7897057353403,28.7148569151759,29,37,62
"E","M",102,"E",60.3885862007737,20.5146194658874,83.6096828617156,46,68,69
"N","F",52,"N",34.0934355091304,91.152492650224,36.1710619553924,71,65,85
"P","M",44,"N",72,93.419520850572,50.7104801014066,47,45,58
"N","M",52,"W",40.7507790597156,90.9140903134346,35.9050456993282,47,46,49
"V","F",58,"E",63.675081551075,22.5893749333467,6.931476239115,39,87,54
"V","F",107,"W",29.3429586943239,78.9651108517736,62.9359355196357,38,71,21
"V","F",93,"W",29.7543697431684,38.1292627828401,78.7404022552073,38,80,29
"V","M",99,"E",29.838006971404,86.9112822270252,57.7583053521812,46,90,68
"E","M",42,"E",59.3384983707219,45.9786156872571,76.3277462683618,58,26,49
"P","F",53,"W",55.1674516675994,86.1685872805584,58.3277250267565,20,61,49
"E","M",88,"N",46.7187192803249,34.9516212107642,79.6694040298462,40,41,50
"N","M",46,"N",38.8407138232142,94.6089892088192,42.0301151834428,47,37,86
"N","F",25,"W",58.6085466705263,48.034890694957,75.6643471494317,77,58,63
"E","M",46,"S",55.3326869830489,76.6319762018772,25.807280652225,45,73,46
"V","F",82,"S",56.6110964808613,76.886445443298,64.0596718527377,41,60,90
"V","M",61,"S",41.6511024720967,77.9603713009072,26.5123669989407,55,90,82
"V","M",38,"N",46.7901260377839,92.5393916232513,37.9139455594122,35,69,36
"E","F",40,"N",35.3687614975497,89.4849396544382,34.4500612840056,55,61,46
"P","M",32,"N",77,53.9248526740698,16.3206878304482,59,41,4
"E","M",44,"S",64.9544961396605,95.0044479054497,45.9544851444662,51,44,44
"N","F",45,"N",45.5276221483946,74.2560133580078,24.6068704500794,75,64,0
"E","F",83,"W",55.4240060243756,51.2143024669135,74.6093557961285,63,37,33
"N","M",28,"S",62.2200378188863,92.854404543202,51.6266061551869,35,32,68
"P","M",65,"W",57.850019662641,85.9481343906827,58.4921203739941,62,63,43
"E","F",102,"W",49.1412280425429,23.7503700152587,7.23768280819058,64,61,24
"V","F",60,"E",47.5090902950615,87.4293485986886,57.3455671407282,41,69,55
"P","F",67,"S",52.925412514247,85.1001191362784,30.8933484740555,28,58,78
"N","M",41,"S",61.9768723286688,93.3166588478541,39.1121461428702,53,42,28
"P","M",33,"E",48.9602063093334,95.0389405564771,45.4703072085977,54,57,46
"P","M",71,"S",30,29.2805524231706,81.2682912684977,34,73,28
"N","M",108,"E",57.5632676724344,81.1896536173775,28.3504676446319,40,42,71
"V","F",43,"N",59.3786235386506,84.9146636687091,30.7624887488782,44,84,11
"N","F",20,"E",35.1095365742221,18.2597390089301,5.81064915284514,73,49,42
"V","F",105,"N",47.7696570269763,94.6471708337003,47.8384121134877,43,64,4
"E","F",33,"E",42.9322433555499,95.0367211023099,45.5153425596654,66,60,46
"N","M",23,"W",40.4691798780113,87.6777470672584,32.8573043085635,38,22,63
"P","F",45,"N",51.0204002661631,86.4740547705781,58.0965226143599,19,59,2
"P","F",69,"S",35.5189341055229,92.5458396871345,37.9230510629714,17,50,18
"V","M",59,"W",38.8982318593189,61.6821061058082,19.1667292453349,55,63,45
"N","M",64,"W",38.0989040434361,34.1047490322358,79.9128202721477,30,42,43
"N","F",90,"S",46.2277948912233,90.4779668529927,54.5624611340463,71,39,6
"P","F",98,"W",55.4749507959932,60.314652932819,18.6427061073482,22,34,26
"N","M",62,"E",51.5015238467604,90.1724109788072,35.1231695152819,62,52,56
"E","F",70,"W",49.6247030152008,36.9696763047417,79.082348421216,48,37,40
"N","M",55,"W",52.9272572118789,61.4370234144232,19.0720318630338,34,24,47
"V","M",98,"N",34.6429513711482,60.0969032125362,18.560220580548,42,71,36
"P","F",75,"W",31.4821242103353,59.2557863778326,18.2439862377942,25,46,37
"P","F",101,"S",59.5615059537813,74.6314657011248,24.7918163612485,16,65,55
"E","M",108,"W",33.5000905329362,24.1797085042696,82.6484505645931,41,25,21
"N","M",36,"S",39.34191841539,87.1360386596577,32.4190927669406,63,49,94
"E","M",62,"E",61.9099773736671,31.5998110728271,80.6230792962015,50,17,56
"V","F",36,"S",37.4069787161425,87.2224893763035,57.51200273633,36,74,40
"N","F",34,"S",46.1365845799446,82.2010510549905,61.0305638983846,77,67,91
"N","M",109,"S",59.289872595109,25.2813584046144,7.6453104428947,52,21,6
"P","M",44,"N",61,32.9003463454428,80.256106890738,60,65,4
"N","F",78,"N",63.5424237260595,76.6628222220537,25.8233591169119,72,59,66
"E","F",64,"W",49.5598467905074,94.907676526448,43.3128516748548,53,54,43
"E","F",110,"E",30.7338995672762,94.9844838253326,43.8553063757718,60,44,72
"P","M",103,"S",33,42.2832682258306,77.4859144166112,47,56,16
"P","F",36,"E",62.8371380893514,94.7307457560035,47.526872549206,26,37,47
"N","M",77,"S",41.1846242137253,34.7574528143153,79.7253645583987,59,43,80
"E","M",50,"E",57.2629186175764,91.9289337668696,37.0992832817137,50,71,52
"V","M",38,"W",29.4164621932432,90.3415889784568,54.7040311433375,44,88,56
"E","F",109,"N",29.6889598099515,72.4938371882848,23.7603376619518,50,27,93
"P","M",61,"N",76,45.2522168027724,13.4412347525358,58,40,4
"V","M",82,"S",51.8177167773247,68.2474409574458,21.8472208827734,36,63,10
"E","M",97,"E",50.200579979457,93.4939976568261,50.5785344727337,37,51,67
"E","F",61,"S",64.5152458567172,39.8051657848907,11.7600137740374,59,23,69
"V","F",76,"E",48.7472989279777,92.4490148011867,52.2124686464667,34,84,60
"P","M",88,"E",35.0059013823047,89.6253849149051,55.4159637913108,33,34,64
"V","M",47,"W",42.8963356930763,16.8517620674784,5.4530056938529,30,80,51
"N","F",51,"N",30.2966131893918,82.8382481471751,29.3719791062176,70,53,62
"E","M",107,"N",52.9401554353535,92.6178695367041,51.9744253717363,53,47,14
"N","F",44,"N",47.2394220400602,92.002908962012,37.1934757567942,76,26,59
"V","F",71,"E",32.4925362598151,92.3568884885291,37.6609108038247,41,77,59
"P","M",39,"W",33.1716345427558,94.8114987839341,42.8159614652395,62,47,55
"V","M",108,"S",52.3098291754723,70.392376447114,22.7929634787142,67,87,51
"N","F",94,"S",53.1370954252779,81.6645427269672,28.6381802521646,75,56,75
"V","M",79,"N",56.5050617009401,90.8093073166392,54.2094437219203,43,80,80
"E","F",42,"W",58.5430888850242,84.5379254421015,59.4997065886855,54,50,54
"N","M",54,"N",38.1220130091533,84.2041889056614,30.2719240263104,56,50,34
"V","F",49,"S",39.1496933633462,87.6781024070411,57.1424030512571,39,87,75
"N","F",92,"E",36.1869430048391,23.5263600587863,7.17840829864144,69,57,66
"V","F",94,"E",41.8340857047588,78.0628386699237,26.5678751468658,40,83,66
"E","F",49,"N",35.0009707780555,45.6283455843732,76.4393557235599,50,22,28
"E","M",76,"N",29.1057524438947,92.0518989743623,37.256485261023,54,45,49
"N","F",48,"W",34.0196030372754,31.8663976175216,9.45183482021093,76,39,51
"V","M",50,"W",50.5089316396043,92.9582881096712,38.5320607759058,65,90,50
"N","M",19,"W",55.0534293111414,85.5909777795502,31.2457117810845,40,28,65
